Type_of_Security,spread,model_name,curve_family,slice_name,predicted_cpr_mean,predicted_cpr_p25,predicted_cpr_p75,n_obs
20yr TBA Eligible,-0.5574419409282618,M1,overall,all,0.23184077211351575,0.19136485118521618,0.2728511969521952,31747
20yr TBA Eligible,-0.4870895358649707,M1,overall,all,0.24343061322353216,0.19948028502163595,0.2880356114722704,31747
20yr TBA Eligible,-0.4167371308016792,M1,overall,all,0.25581980177705654,0.2084166608977145,0.30393759228081185,31747
20yr TBA Eligible,-0.3463847257383881,M1,overall,all,0.26904124803354124,0.21835324368533193,0.32051672578486956,31747
20yr TBA Eligible,-0.27603232067509653,M1,overall,all,0.2831294768335814,0.22934609355502733,0.337718761970085,31747
20yr TBA Eligible,-0.205679915611805,M1,overall,all,0.2981219672390221,0.24166214937634267,0.35547420726211865,31747
20yr TBA Eligible,-0.13532751054851389,M1,overall,all,0.31406105554579083,0.2552249376016613,0.37369703917859987,31747
20yr TBA Eligible,-0.06497510548522234,M1,overall,all,0.33099653749781865,0.27052899249362383,0.392283606824928,31747
20yr TBA Eligible,0.005377299578068762,M1,overall,all,0.3489891269003996,0.28755140266740753,0.41125224270601723,31747
20yr TBA Eligible,0.07572970464136031,M1,overall,all,0.3681149529783154,0.30671378496431867,0.4303295934494522,31747
20yr TBA Eligible,0.1460821097046514,M1,overall,all,0.388471309809887,0.3287016613565008,0.44917556383450297,31747
20yr TBA Eligible,0.21643451476794295,M1,overall,all,0.4101839111670931,0.3528390674782056,0.4675400240745753,31747
20yr TBA Eligible,0.2867869198312345,M1,overall,all,0.4334159577848965,0.37919408926115894,0.48390325199132445,31747
20yr TBA Eligible,0.3571393248945256,M1,overall,all,0.45837578628908643,0.4092744536911219,0.5005265400434777,31747
20yr TBA Eligible,0.42749172995781715,M1,overall,all,0.48528850521088907,0.44573191914325516,0.5238855635894657,31747
20yr TBA Eligible,0.49784413502110825,M1,overall,all,0.5143813290636676,0.4828473965146185,0.5486919390276124,31747
20yr TBA Eligible,0.5681965400843998,M1,overall,all,0.5458820716964323,0.5167858756591315,0.5765061775185987,31747
20yr TBA Eligible,0.6385489451476913,M1,overall,all,0.5800052827575087,0.5411634110645047,0.6083032383419895,31747
20yr TBA Eligible,0.7089013502109824,M1,overall,all,0.6169358872748635,0.5692448145596218,0.6524158171261063,31747
20yr TBA Eligible,0.779253755274274,M1,overall,all,0.6568104165758711,0.5915878058587398,0.7113705757946898,31747
20yr TBA Eligible,0.8496061603375651,M1,overall,all,0.6996959944127789,0.6116553146068182,0.7772149271433659,31747
20yr TBA Eligible,0.9199585654008571,M1,overall,all,0.7455675529281923,0.6300258297294858,0.8487118113957748,31747
20yr TBA Eligible,0.9903109704641482,M1,overall,all,0.7942841742636888,0.6473524208027603,0.9266766842058849,31747
20yr TBA Eligible,1.0606633755274393,M1,overall,all,0.8455659720713975,0.6639463457924433,1.0135916404110046,31747
20yr TBA Eligible,1.1310157805907304,M1,overall,all,0.8989735070754797,0.682108759720701,1.0998310263037658,31747
20yr TBA Eligible,1.2013681856540224,M1,overall,all,0.9538923092147089,0.7006221642092414,1.1917364378680073,31747
20yr TBA Eligible,1.2717205907173135,M1,overall,all,1.0095310377773037,0.7212389960408239,1.2822192721085313,31747
20yr TBA Eligible,1.3420729957806046,M1,overall,all,1.0650071032989574,0.7403112414111179,1.3706255400902756,31747
20yr TBA Eligible,1.4124254008438966,M1,overall,all,1.119389631218944,0.7630835689525384,1.4537465422263696,31747
20yr TBA Eligible,1.4827778059071877,M1,overall,all,1.1716824872859142,0.7853094453290077,1.5354940752381419,31747
20yr TBA Eligible,1.5531302109704788,M1,overall,all,1.2208435314579236,0.8053101596391277,1.6094505440389595,31747
20yr TBA Eligible,1.6234826160337699,M1,overall,all,1.2658095214267586,0.8257335130855359,1.6785573589329084,31747
20yr TBA Eligible,1.6938350210970619,M1,overall,all,1.3055250947940193,0.8464296627499812,1.7371378129072301,31747
20yr TBA Eligible,1.764187426160353,M1,overall,all,1.338974852323374,0.8660303987001461,1.7837875292409877,31747
20yr TBA Eligible,1.834539831223644,M1,overall,all,1.3652172941948075,0.8840637152284336,1.8176996457997197,31747
20yr TBA Eligible,1.904892236286936,M1,overall,all,1.3834191335178034,0.9000343572746039,1.8377166897191044,31747
20yr TBA Eligible,1.9752446413502271,M1,overall,all,1.3928883475362306,0.9137905911631883,1.8412035756692924,31747
20yr TBA Eligible,2.0455970464135182,M1,overall,all,1.393104245733375,0.9256118675403657,1.8300911441375134,31747
20yr TBA Eligible,2.1159494514768102,M1,overall,all,1.3837428505102567,0.9335343723127054,1.807482424444462,31747
20yr TBA Eligible,2.1863018565401013,M1,overall,all,1.3646960102472754,0.9348353125399833,1.7687089818391233,31747
20yr TBA Eligible,2.2566542616033924,M1,overall,all,1.336082899786988,0.9311851116626135,1.7164143808312549,31747
20yr TBA Eligible,2.327006666666685,M1,overall,all,1.298252905168147,0.9260552384657339,1.6500485465605896,31747
30yr TBA Eligible,-3.3229999999999995,M1,overall,all,0.15688333819440897,0.10609556926997055,0.19470235884332387,91891
30yr TBA Eligible,-3.2278797468354425,M1,overall,all,0.15310689557733395,0.10944315850317521,0.18644782690274697,91891
30yr TBA Eligible,-3.1327594936708856,M1,overall,all,0.15039829896077223,0.11292536746098092,0.1796677305816452,91891
30yr TBA Eligible,-3.0376392405063286,M1,overall,all,0.14859856540241104,0.1168605393972455,0.1742613078159816,91891
30yr TBA Eligible,-2.9425189873417716,M1,overall,all,0.14758439857865824,0.12051219216883124,0.17018141819401533,91891
30yr TBA Eligible,-2.8473987341772147,M1,overall,all,0.14726044381775458,0.12434295390308936,0.1672208271862763,91891
30yr TBA Eligible,-2.7522784810126577,M1,overall,all,0.14755350468540304,0.12801490383056446,0.16510624300090093,91891
30yr TBA Eligible,-2.6571582278481007,M1,overall,all,0.14840819203710223,0.131734140845563,0.16407779716915982,91891
30yr TBA Eligible,-2.5620379746835438,M1,overall,all,0.14978362837910406,0.13463931308225208,0.16482493275057353,91891
30yr TBA Eligible,-2.466917721518987,M1,overall,all,0.15165093644177038,0.13797529399778297,0.1661856405176798,91891
30yr TBA Eligible,-2.37179746835443,M1,overall,all,0.15399131551192505,0.14224216437818127,0.16719593800528232,91891
30yr TBA Eligible,-2.2766772151898733,M1,overall,all,0.15679456201468286,0.14651762832739168,0.1695035034426251,91891
30yr TBA Eligible,-2.181556962025316,M1,overall,all,0.1600579286769274,0.1505035237153396,0.17245159575430824,91891
30yr TBA Eligible,-2.0864367088607594,M1,overall,all,0.16378524386225005,0.1537032007184025,0.1766249345755977,91891
30yr TBA Eligible,-1.9913164556962022,M1,overall,all,0.1679862324656703,0.1569296783527907,0.18037066035928584,91891
30yr TBA Eligible,-1.8961962025316452,M1,overall,all,0.17267599428133812,0.1606473752380766,0.18521900631409682,91891
30yr TBA Eligible,-1.8010759493670883,M1,overall,all,0.1778746065567045,0.1651432920692808,0.19102443981012796,91891
30yr TBA Eligible,-1.7059556962025313,M1,overall,all,0.1836068256384187,0.17023709014331034,0.19747766032613967,91891
30yr TBA Eligible,-1.6108354430379743,M1,overall,all,0.1899018690207678,0.1761493301049577,0.20439387807158482,91891
30yr TBA Eligible,-1.5157151898734174,M1,overall,all,0.1967932643496535,0.18254773314855255,0.21181918668078392,91891
30yr TBA Eligible,-1.4205949367088604,M1,overall,all,0.20431875650433573,0.18946397053893893,0.21981061005272862,91891
30yr TBA Eligible,-1.3254746835443034,M1,overall,all,0.21252026817860922,0.1971835886749318,0.22839337981894747,91891
30yr TBA Eligible,-1.2303544303797467,M1,overall,all,0.22144391376167016,0.2056139747628749,0.23775291387190256,91891
30yr TBA Eligible,-1.1352341772151897,M1,overall,all,0.23114007109420034,0.2148322631528976,0.2480565574486393,91891
30yr TBA Eligible,-1.0401139240506327,M1,overall,all,0.2416635211487796,0.22491404202384935,0.2591908237049356,91891
30yr TBA Eligible,-0.9449936708860758,M1,overall,all,0.2530736721534322,0.23580951822643748,0.27116318701388975,91891
30yr TBA Eligible,-0.8498734177215188,M1,overall,all,0.265434892443635,0.24751677439951436,0.28457067311138395,91891
30yr TBA Eligible,-0.7547531645569618,M1,overall,all,0.278816985702619,0.26003852256160087,0.2990009177606834,91891
30yr TBA Eligible,-0.6596329113924049,M1,overall,all,0.2932958535593339,0.27348694171805965,0.31441396627768237,91891
30yr TBA Eligible,-0.5645126582278479,M1,overall,all,0.30895440411027286,0.2877182604745565,0.33126786065548197,91891
30yr TBA Eligible,-0.46939240506329094,M1,overall,all,0.32588378120756056,0.30285989237677224,0.34973112889794544,91891
30yr TBA Eligible,-0.374272151898734,M1,overall,all,0.3441850087668068,0.3191161968742029,0.3702187562510506,91891
30yr TBA Eligible,-0.279151898734177,M1,overall,all,0.3639711674532732,0.33772256963872094,0.39183777681222054,91891
30yr TBA Eligible,-0.18403164556962004,M1,overall,all,0.38537024862714336,0.3564112901303207,0.413594604237022,91891
30yr TBA Eligible,-0.08891139240506307,M1,overall,all,0.40852886334810007,0.3741321040372725,0.4400471619569246,91891
30yr TBA Eligible,0.006208860759493895,M1,overall,all,0.4336170239257718,0.39328454998794893,0.4696870784671736,91891
30yr TBA Eligible,0.10132911392405086,M1,overall,all,0.4608342639022944,0.41417111992826383,0.5006648993849172,91891
30yr TBA Eligible,0.19644936708860783,M1,overall,all,0.49041742224452783,0.4351116603636962,0.5364731130911959,91891
30yr TBA Eligible,0.2915696202531648,M1,overall,all,0.5226504928583223,0.4596050780831251,0.5746888799832428,91891
30yr TBA Eligible,0.38668987341772176,M1,overall,all,0.5578770154252725,0.4825963049401083,0.6200081156901849,91891
30yr TBA Eligible,0.48181012658227873,M1,overall,all,0.5964323845637539,0.5041451507489803,0.6707250061949832,91891
30yr TBA Eligible,0.5769303797468357,M1,overall,all,0.6384124886064867,0.5271339848213596,0.7295366625724942,91891
30yr TBA Eligible,0.6720506329113927,M1,overall,all,0.6837869929507235,0.5492151491605757,0.7946610307942525,91891
30yr TBA Eligible,0.7671708860759496,M1,overall,all,0.7324093365596253,0.5715363318275712,0.8643915723816509,91891
30yr TBA Eligible,0.8622911392405062,M1,overall,all,0.7839781839051635,0.5927342230271582,0.9410290647128283,91891
30yr TBA Eligible,0.9574113924050636,M1,overall,all,0.8379975192763104,0.6121445662739089,1.0227611071299103,91891
30yr TBA Eligible,1.05253164556962,M1,overall,all,0.8937386121925887,0.629948828031679,1.1094871143173202,91891
30yr TBA Eligible,1.1476518987341775,M1,overall,all,0.9502083894267344,0.646138309708455,1.2001775774509116,91891
30yr TBA Eligible,1.242772151898734,M1,overall,all,1.0061299719923993,0.6616898946241845,1.2879854552486858,91891
30yr TBA Eligible,1.3378924050632914,M1,overall,all,1.0599420040724297,0.6755916161375164,1.3747176664486882,91891
30yr TBA Eligible,1.433012658227848,M1,overall,all,1.1098235769059248,0.6872246237532686,1.4561424749166219,91891
30yr TBA Eligible,1.5281329113924054,M1,overall,all,1.1537506756791869,0.6965878373696555,1.5280721618679216,91891
30yr TBA Eligible,1.623253164556962,M1,overall,all,1.1895878515957083,0.7040364799039245,1.5851561580357831,91891
30yr TBA Eligible,1.7183734177215193,M1,overall,all,1.215215174000122,0.7090858850322013,1.6294581529358254,91891
30yr TBA Eligible,1.8134936708860758,M1,overall,all,1.2291430895169604,0.7112043078266295,1.652034894238208,91891
30yr TBA Eligible,1.9086139240506332,M1,overall,all,1.2317817318687667,0.7115103357622665,1.6559697275580043,91891
30yr TBA Eligible,2.0037341772151898,M1,overall,all,1.2242657040104512,0.709952933032354,1.6448481008620952,91891
30yr TBA Eligible,2.098854430379747,M1,overall,all,1.2080188789084332,0.7069957163588825,1.6180552596761988,91891
30yr TBA Eligible,2.1939746835443037,M1,overall,all,1.184633179778397,0.7019367697081114,1.5778432318266478,91891
30yr TBA Eligible,2.289094936708861,M1,overall,all,1.1557589316609103,0.695527473515678,1.5313033720981584,91891
30yr TBA Eligible,2.3842151898734176,M1,overall,all,1.1230141028851366,0.6885202753681763,1.4785888962876692,91891
30yr TBA Eligible,2.479335443037975,M1,overall,all,1.0879161055990718,0.680529543480568,1.420220556177254,91891
30yr TBA Eligible,2.5744556962025316,M1,overall,all,1.0518367286049652,0.6721713363397219,1.3631833821229344,91891
30yr TBA Eligible,2.669575949367089,M1,overall,all,1.0159784899802335,0.6635332666254268,1.303964231510757,91891
30yr TBA Eligible,2.7646962025316455,M1,overall,all,0.9813692858833436,0.6545920438184916,1.2490037315238345,91891
30yr TBA Eligible,2.859816455696202,M1,overall,all,0.9488716003690382,0.6463291195700216,1.1977055841209228,91891
30yr TBA Eligible,2.9549367088607594,M1,overall,all,0.9192025731767245,0.6383167232788756,1.1501957605383306,91891
30yr TBA Eligible,3.050056962025316,M1,overall,all,0.8929617152785435,0.6315633436865253,1.106859730494314,91891
30yr TBA Eligible,3.1451772151898734,M1,overall,all,0.8706638460545136,0.6253338666204589,1.0724993589463327,91891
30yr TBA Eligible,3.24029746835443,M1,overall,all,0.8527757719170368,0.6201107750526624,1.0434706142651684,91891
30yr TBA Eligible,3.3354177215189873,M1,overall,all,0.8397562587276255,0.6163828853835374,1.0225057902051637,91891
30yr TBA Eligible,3.430537974683544,M1,overall,all,0.8320999542948962,0.6139339796814469,1.010666261641624,91891
30yr TBA Eligible,3.5256582278481012,M1,overall,all,0.8303871414805734,0.6129596423199435,1.008452165865481,91891
30yr TBA Eligible,3.6207784810126578,M1,overall,all,0.8353426677140156,0.61385910645676,1.0170090372726759,91891
30yr TBA Eligible,3.715898734177215,M1,overall,all,0.8479093147177459,0.616482497731885,1.037644359895834,91891
30yr TBA Eligible,3.8110189873417717,M1,overall,all,0.8693435851835137,0.6213699298541764,1.0728194566984373,91891
30yr TBA Eligible,3.906139240506329,M1,overall,all,0.9013459378250105,0.6287804076885561,1.1252062105559069,91891
30yr TBA Eligible,4.001259493670886,M1,overall,all,0.9462437818805748,0.6396786427696366,1.1975711653613663,91891
30yr TBA Eligible,4.096379746835443,M1,overall,all,1.0072554952900705,0.6544362573706719,1.296121448048937,91891
30yr TBA Eligible,4.1915,M1,overall,all,1.0888797639946286,0.6717790183611627,1.4307199844627472,91891
